i,a,b,w
248,2041.4610070138062,15398.968876105077,11
249,3979.8320826003287,5915.7085134724875,5
250,3475.7628795181854,7880.071248264912,2
251,7566.331210731064,13913.67913886793,12
252,6825.324390093023,12750.748014523142,15
253,1424.1844816557386,3251.4118738863144,13
254,7468.641985312099,15271.119469216717,14
255,4100.473757651601,17815.48643797598,18
256,2468.7194716121585,19307.79111465558,13
257,667.5991714225045,19622.0115455259,7
258,2725.852927598247,16518.65822562073,0
259,6957.654419133735,11050.026253462645,15
260,1642.1332124634753,11261.625325924211,18
261,413.35254634311644,13990.956568654055,19
262,892.4406935092932,12836.148475703081,6
263,5199.226074517471,5898.906048509489,7
264,3613.1632804549313,18875.2134888699,1
265,3339.720645594721,3433.1733592919713,4
266,9138.506564535537,17570.52136307751,16
267,1033.5929218733745,10381.858675385485,3
268,9184.62938559507,9969.823082562725,10
269,6725.946505990705,16034.223929928108,3
270,2041.9891162721444,3270.9101535693903,19
271,2224.188666631177,8715.858155905831,15
272,706.0029713946142,15411.71811061092,10
273,8839.018183564453,13334.867927093792,11
274,4740.230439704157,9203.29460004075,7
275,1945.8462548026423,18658.32747990407,11
276,9017.591845688597,19700.528082439596,18
277,6488.908497935375,14932.259425180542,0
278,4128.482504232615,14588.33293138217,15
279,6940.859596721035,17038.782611011695,8
280,274.7275378301102,15141.399406248005,10
281,2122.3903126971295,11481.670705066184,4
282,5971.102378710363,14687.162247386328,6
283,9618.153560182898,11945.445720953796,0
284,8400.404675702926,18267.769890811272,4
285,673.3270785786752,11480.117269180637,1
286,8444.735093943282,18254.491163340666,0
287,4220.066925344355,15324.766742904641,9
288,7989.846908970087,13703.4881089044,19
289,5324.632262449396,17677.54638582382,16
290,3610.459551394559,17524.514555674745,1
291,1713.7667074296405,16123.060851974473,0
292,4308.867303444765,15022.070387166044,14
293,7824.150824513151,16185.179678576238,8
294,6881.882617036985,11198.192721736192,7
295,3288.214731824829,16051.765595246176,10
296,2782.6008245275066,9623.639359034481,9
297,3975.003389153022,17945.292087022164,8
298,9651.70891939277,13845.046647235391,0
299,2875.505398526285,6948.15742925508,11
300,4776.898770505126,7484.877553348291,14
301,7398.726535160434,11631.44975956361,10
302,7874.947425123592,17302.567338484532,11
303,7331.834085070142,8761.619701801399,5
304,3575.6986991214003,16581.757446873424,6
305,3411.5313629112616,12342.527317428976,4
306,9955.080923316547,15988.52024067118,13
307,3691.810805873534,9712.793156912214,14
308,3600.5820229007772,13865.750235897292,0
309,5983.807415487997,17885.785069736645,3
310,9376.802201607032,9687.909603363576,4
311,1817.3751061694034,16953.93228818209,1
312,951.3183173945067,9469.660062716326,16
313,6732.524916528738,10983.313944788431,0
314,3733.5926108740905,7538.495920709618,13
315,3566.7019650566745,12941.458490862902,19
316,4316.025258214104,9217.85535751432,19
317,4820.6110216075,14156.226108565068,2
318,4223.4506571826005,5518.140985559232,19
319,2792.3264321521124,14205.585069671337,9
320,3813.960410875538,9751.458992690208,9
321,6575.847547820323,12315.588030801737,10
322,7679.41072725155,13712.71502594616,10
323,6039.747224543887,18504.663600336047,7
324,3072.894311052749,8544.314777223168,14
325,6746.027458825227,18478.970371789914,9
326,9682.45435063115,16027.499671763024,15
327,8798.344372277237,11376.431897978538,7
328,549.4350336609208,13420.573617293678,19
329,1372.762017172431,6348.668141332451,13
330,2058.484352019458,7948.704298259891,10
331,9919.98206457408,17935.223732888215,2
332,427.44861599406005,15609.100480009418,13
333,936.7674535034922,13251.135291308769,18
334,3304.8774787280618,19888.35785354737,0
335,5940.252052099221,19768.74132941222,9
336,7029.798719117605,18054.39794062936,10
337,3918.7915018477042,13032.790689573816,9
338,1321.1820072489459,17448.750029980627,16
339,8638.386507032497,18171.17347580442,1
340,5106.616654897038,16756.422272102995,13
341,3554.9567039117524,9176.291042913208,12
342,7755.870129793928,13938.925033969796,18
343,3626.2261394606676,14942.98212533653,13
344,1345.667106233449,15701.529415941852,1
345,6730.276047906347,17039.848669386425,3
346,3919.0971129511013,8989.953103981352,14
347,1433.8522808623643,9990.629726714049,1
348,7399.968647491024,17091.54938191993,9
349,9828.664067065869,13557.03159604955,3
350,3278.6707250687496,9262.38849851855,16
351,9834.148623536588,14851.48619381846,13
352,4637.204435630536,14534.405973057486,2
353,7298.264976781205,16377.599232142968,18
354,2474.430145635935,4065.430063341518,13
355,5847.989211148812,6571.896505326039,8
356,3116.2678279285687,4348.7143566175855,13
357,4797.2456061143275,17300.354530790453,8
358,599.59132909727,3425.6251750944984,4
359,1074.0120297541212,18926.862984182313,10
360,4195.0702129339015,16218.65459665874,13
361,3876.4254964400525,8331.772378243375,5
362,2653.8570518414576,13156.525007095799,6
363,1827.4931789033208,13777.292475197268,15
364,5174.31336433428,17529.63401621321,0
365,4403.934919666077,15698.349345237375,4
366,408.0769027273445,11219.963807834036,7
367,2274.11219164007,7859.542201335308,12
368,8333.26356061263,10421.206790118744,3
369,1228.1840098333205,18787.833680038704,11
370,74.95610958642547,675.0160002669187,7
371,4481.153637462798,19901.551220945417,14
372,2584.9582612177473,19096.215120337612,10
373,9390.728490456935,11746.353928793684,2
374,2097.6782642883177,8937.65801346468,2
375,2846.219097483534,19917.55652278218,2
376,2182.6721603361257,17623.237673616375,12
377,9654.518659964675,10970.11900100855,0
378,6532.515419727893,10012.022370392422,5
379,2243.3541244832563,19164.7249529571,5
380,8992.336220846188,14630.516190584862,12
381,6801.092641186436,16047.823051283292,11
382,504.1921434450077,17241.34469309993,7
383,7378.187503135981,15380.552646137152,3
384,9221.856903048883,12268.021780594043,2
385,6691.386228243513,7095.323814235966,9
386,4369.030696734377,19474.24142704632,9
387,7313.03109506272,17425.401855761957,19
388,8244.261817019185,13741.893865183218,10
389,2172.2847576157396,11111.358324273473,17
390,1470.6661123521355,9187.840197445612,5
391,3746.822518538318,5798.466054194578,12
392,6775.668683140671,13950.93191092529,7
393,1238.7856135303468,11960.401967593129,14
394,1205.969680247974,17530.01193694996,7
395,5867.643009339065,7158.210348303135,0
396,6409.909909085261,15678.656521944115,19
397,9511.027828798578,19292.947479591472,15
398,2004.4761726506104,3611.9516632746863,3
399,4877.514912745195,14699.810050662394,16
400,4244.678669241604,9328.076591479614,12
401,972.9691373847616,15566.470762854962,15
402,7074.524355731866,15068.313473181992,15
403,2701.351567313262,19912.57266182345,6
404,5052.443307889804,5642.018283049202,3
405,2026.3210159199293,7676.962366391035,3
406,4392.630898141115,17635.412365890425,12
407,6309.818357408859,13510.55914339175,8
408,4437.374819184364,4507.82986037497,19
409,2466.3575317179434,14237.513884302552,9
410,9802.8659918906,18687.574574473394,18
411,6682.347612905334,12530.39236127583,14
412,1307.8523129612042,1516.87914992882,15
413,7813.645180256351,13528.830844785105,5
414,1881.0594382672332,16599.262095668782,4
415,9266.43308656742,18539.565536624323,11
416,4077.1893439650676,10496.65752905323,8
417,8835.782562064262,13070.316613861152,14
418,7097.536084506463,12869.017728327333,12
419,1013.1927795308824,19200.648291251528,7
420,3651.542717559736,15415.59096513077,3
421,3081.1176569076824,4932.115631005669,16
422,7961.3209607139515,16207.842678600904,15
423,3698.9145942147943,19788.375640298396,4
424,3289.9244236249415,19377.6031574805,14
425,4536.10229290102,18909.18339739417,2
426,5749.142607739486,7043.775295146914,8
427,3707.0438177250585,6783.562269840149,12
428,9388.019364254253,13317.233479471692,3
429,7966.506520067878,8402.921445935277,9
430,7511.5338794824165,16783.893992568235,11
431,6307.48146150959,15999.14375638602,2
432,8527.870131112004,14863.416639975534,14
433,5690.062464098857,11652.074518157693,15
434,5614.309011834532,11692.636781564683,2
435,1607.2359670512105,6800.279585908009,15
436,3979.5588586582558,13358.006288505236,4
437,1884.5757278883952,8370.439216717654,14
438,3583.1053371816656,13557.901371420345,2
439,5264.771082595831,13701.996478001674,11
440,2283.740922006355,18755.287014798283,1
441,5387.944391678747,18447.931109015757,5
442,1418.7271382443278,14447.652936758299,8
443,4960.925862376454,16726.23762159979,6
444,3556.078921062237,6298.224704044607,16
445,8965.099649688495,19809.827998472945,13
446,6350.726570089149,11306.257815714263,0
447,2282.009112536146,15078.946117828069,16
448,9775.817787611724,12353.467150347173,6
449,7228.878162063683,9144.76852449524,5
450,924.5290983858961,15346.11956722334,8
451,8949.9639626371,11511.048165933256,14
452,4797.388483425804,15425.940707759875,9
453,2768.0210512643152,17179.989873490922,9
454,2542.4829450723455,15489.641097527525,0
455,9987.942078396678,10475.51101296168,0
456,3235.0521815508923,11537.357654869187,14
457,7610.6679989388385,16931.540082832755,6
458,1588.1435738245284,2685.1709107916986,10
459,295.77699602207525,14010.09505008046,9
460,400.6563852916055,15356.517061608527,14
461,2267.954879797578,5687.261630128128,18
462,6969.728993162839,17039.488285014977,13
463,3393.984022740289,8280.398375683762,11
464,9063.050872136317,17940.237903155372,15
465,7781.3677412397765,17276.37871662152,2
466,4889.204919631442,19862.30111719996,8
467,7480.828275079023,17427.592242217233,6
468,4640.919313545062,18673.61971229854,1
469,7158.006047021842,19628.030038663415,16
470,7177.8858540638985,19128.411233728308,11
471,2270.2937999220694,10683.455931340508,17
472,5440.0710021354125,7432.416405302527,18
473,8355.722418547146,15369.281241900804,19
474,5190.649011244371,8833.536810403939,17
475,4899.414962210912,19735.84790402796,18
476,5688.090840907763,12356.57843200763,16
477,2316.9502896913996,4865.952495321781,9
478,3770.787044911325,17742.59866896284,4
479,378.38448484999617,16554.2019802882,17
480,314.1383057926908,19011.612578670647,1
481,9395.463278387859,16516.85885256729,5
482,822.69530911238,18564.627513390624,14
483,4127.781870315992,15197.721242510923,17
484,5329.080266666446,6498.176083814056,6
485,4465.967634020397,4612.2906300336435,19
486,5069.524752567893,13069.775450260015,10
487,4527.838387075318,14148.313374592108,7
488,5543.8412113945105,18682.847953749835,4
489,4996.905657638545,9825.751217374967,6
490,7489.557267383276,13058.202769965217,0
491,580.9135757785476,14713.801354878357,11
492,3836.205152766174,13895.653202311792,7
493,8976.576778130495,17406.164609741943,9
494,4185.072097680256,4836.569981976244,13
495,2995.437978686251,12152.261750656202,10
496,3095.5650483944264,8179.144423176653,3
497,9714.25714737158,9717.912922923937,8
498,969.7698506434493,2252.6449930662134,6
499,9346.953655399811,14547.378778860904,6
500,9733.603417927781,10403.005452035803,8
501,8898.506568991126,19285.797799070264,2
502,6990.241381912511,19921.872178526173,6
503,4392.74074424906,5815.93528897012,9
504,7157.54704063581,11286.742647781304,11
505,8013.884910885599,13110.095358429076,15
506,9319.959839191706,13704.950064895773,12
507,6081.176206475442,11529.164726856852,14
508,4033.2822504719074,8347.208057782462,8
509,1368.9054416260828,11477.587205947717,14
510,7237.884798889076,10356.90995812463,10
511,8613.195205626487,10973.51320277332,11
512,2012.2797648589747,10213.577083394814,1
513,2763.5775681862224,4490.379206447694,3
514,4000.98560232512,19959.248143858378,14
515,7640.843661789864,15212.744529002039,16
516,7545.433689704504,11229.096347342023,9
517,6010.75326364988,9372.305963255325,8
518,2197.9700462790815,2258.8544049376364,5
519,8857.284760946373,18497.070159118146,15
520,2604.0260465065385,19686.695677406955,18
521,4179.550457416963,5148.426695297845,15
522,6589.5928936696555,15375.700069695067,8
523,5285.963817948118,10360.361975896121,5
524,3302.7744961693584,14232.769408297576,3
525,3165.4784472860742,15195.8289012031,17
526,3269.303307451564,15909.269181008967,6
527,9746.282297039856,14700.085380444423,14
528,1978.2011737253542,13057.460553186993,11
529,7102.664705459201,14324.599569679754,3
530,1861.2000832000817,11557.44626165456,1
531,7111.876244576291,18912.07112159169,1
532,6980.90448012047,7324.736597892922,19
533,6645.213654158799,14387.888686352402,11
534,7501.109530816338,11398.897897116614,6
535,7914.719056224582,17451.545321145768,14
536,9444.990501511937,17172.024469215583,13
537,9660.536522311602,14247.244233171945,12
538,3774.7080869754545,15114.767957285389,12
539,9807.757669655379,15534.900504683206,3
540,9814.659299503923,11596.443128191215,17
541,3023.3622754629964,3725.0980083728755,11
542,1825.5811627001058,18646.813341071236,16
543,9375.756865284264,13582.765566902284,4
544,9870.205537558666,12372.525224783913,8
545,7709.701041306474,18798.037516543493,11
546,6277.250121564453,19460.672174942083,11
547,3094.6346785478895,4992.549297856756,2
548,8930.82945312681,8986.60901586104,12
549,1359.247708657746,13628.168646702465,2
550,8872.394424808323,18590.55542663685,4
551,4706.860727743444,15455.749836131643,18
552,9845.003241974946,12551.245951647026,8
553,3889.075646690745,8984.644110772984,14
554,9993.963605697058,10864.97361926575,5
555,452.7071511645326,11668.759023476956,8
556,6263.2688965999305,11031.139987995331,12
557,9769.72638211376,10470.024203275396,10
558,3592.1158601100983,5858.672248344523,2
559,4462.012413889725,5524.120904094727,12
560,2956.808948613439,19877.24004760387,8
561,992.7764197364826,15875.229496470592,12
562,7025.188906269842,14439.899117108602,10
563,9294.757874989124,12201.132213844625,11
564,5220.911910092221,8719.882731664533,2
565,8905.517676081394,15385.894633842836,14
566,1696.5037512246663,9562.4347047525,7
567,44.72001079342481,494.6911730434279,12
568,6218.983026556156,9551.639251110695,2
569,8348.182181525091,12526.460231637784,2
570,8102.671025799662,15780.004978958063,1
571,4400.000089225344,13128.26940253442,19
572,7313.0283552943965,10457.120456947985,11
573,5074.769856105379,16076.807097254783,14
574,2962.6523145665683,9294.928951074018,8
575,9760.764334506901,13318.437492950516,3
576,3314.0255130849605,13180.496753883734,8
577,7595.690405864334,19634.914946976274,9
578,3043.9825598591688,15851.821404446498,19
579,8596.336227673119,10866.29224425142,9
580,6808.576053862641,15061.338378774388,8
581,2546.8301340354824,14480.595463385227,0
582,3138.7571580121617,12051.286639608088,10
583,4199.053735819172,15676.991604363577,6
584,8399.882666025267,14867.391452995173,15
585,6530.679838045605,8715.659905749002,18
586,7821.668873747368,18567.48695378167,3
587,5858.7644276746505,10506.624544230406,5
588,621.7050883634028,17926.522954155582,10
589,1499.303541291791,17056.557909274943,15
590,2618.4148757079693,8303.658239844295,9
591,6837.208492197895,11222.590352833406,12
592,2547.405027205008,3584.3793654727788,7
593,5062.227696217231,8596.860468239634,8
594,7361.0520651619845,13684.477037827215,8
595,9442.165697087938,11692.498039404567,12
596,556.7161427808037,15077.426981781842,18
597,5836.609215070297,18462.523264025775,15
598,8783.795581199614,11480.699060347146,17
599,2910.5364132697036,14150.59228620914,15
600,5516.8944718214225,9879.247939070341,15
601,3850.5500681170497,9579.850695683299,18
602,7900.939254761451,10251.033930554928,2
603,7644.947786885292,13576.606236230109,2
604,5625.1388024528105,14125.910138197494,4
605,7732.046068125141,15492.083567642117,7
606,6090.282917393531,15710.623382224014,12
607,4433.479707594825,14892.325843963274,2
608,243.398585741067,6344.714381922172,8
609,4942.508014967574,19716.59694701479,3
610,5520.546270554835,17217.692494690156,13
611,4878.177647170029,8192.503812884659,14
612,3008.875708006473,10654.158787333785,13
613,7974.906468174471,12831.868859582926,3
614,5000.599437407304,18959.729722327746,9
615,6941.92166234576,11679.047139254024,8
616,7125.589230728999,13843.026896649642,17
617,7961.011262773386,11286.01690576738,11
618,867.6080876163887,6927.342282849186,9
619,8970.52719530638,11657.11004677775,5
620,3677.1273305414547,14435.49346223138,19
621,5985.399589533815,17888.245256025974,11
622,5802.251990516453,14329.221208259889,17
623,674.89023635725,10015.659405244338,13
624,7345.2801685439445,10413.889066190517,5
625,7267.2898741574445,13400.891695513268,12
626,1158.433786977454,10576.186533582682,19
627,6247.385690064725,11564.578545444838,9
628,5391.154778142529,9629.585176958077,12
629,2729.2787429971563,3489.2325703482593,0
630,1054.8526154314743,6138.604432294488,4
631,2448.409750402583,10302.814087678838,0
632,3954.718167378197,18356.570955757878,15
633,8496.565406450318,12186.823770309938,8
634,8630.520666322065,11259.079000686228,1
635,8376.849231523356,14953.95332262172,1
636,8319.25811852342,13325.218214572851,18
637,23.823851470504707,4202.947373422921,17
638,9199.792258936768,12030.108911306714,5
639,8984.034785715017,12830.101206099864,1
640,1603.8415176557635,10153.34709817542,8
641,5820.804575907367,6366.948022110889,18
642,7455.1081604778265,10511.46597432197,4
643,3033.62734263471,6346.062500680048,14
644,4779.310873951726,10731.28062750354,6
645,4510.95272402915,16414.014030981514,1
646,6898.051534386861,17688.82403085609,11
647,2222.561804521945,10774.606627404874,8
648,8725.83867831439,17904.938893296523,3
649,9481.44849414592,16588.343418541037,4
650,4139.754055793684,18111.01326049063,15
651,7260.454218100476,12104.331856943663,9
652,3083.5433735145452,16150.24535316484,4
653,3279.628079705021,5056.841963657622,16
654,5836.441290778517,10207.701069679753,17
655,3950.7431932511645,3982.2179667098517,5
656,8847.11450251201,9842.656983883258,6
657,3294.8510875251836,4852.571943897913,10
658,1433.1741248353285,4354.530420879409,1
659,8009.5347154864,11133.94635611466,9
660,4280.362136308187,16356.197147991916,1
661,5079.263416965063,10903.94712279499,14
662,7515.00958650413,16755.958309004134,0
663,5521.668809151648,6568.302994724065,16
664,5330.28958425846,16507.294135395103,6
665,2827.5462921174953,18806.515207579247,0
666,3419.989868173334,8107.963294949074,7
667,7022.154852696212,15122.039252452592,2
668,8982.173279958753,16928.285929350743,0
669,4983.732198994131,18357.515850300526,5
670,4997.65358309388,5729.022873220461,10
671,5579.939436645613,14357.610631181924,7
672,9380.573965081618,12034.413056344605,1
673,452.5347530651168,5054.928556414947,18
674,4113.509744224452,8340.148895882223,9
675,9102.888919810088,11509.534843739977,19
676,6242.389876301733,12129.187299648298,12
677,3089.792859171131,7352.793550046734,0
678,6695.450502171361,18218.00345539814,3
679,2774.79189680299,5289.283899972633,5
680,9970.236361384932,15513.123933448016,11
681,17.88023775901437,2395.7370503662773,18
682,8803.643349394204,19535.90627455407,19
683,3804.697905048243,12119.611779657169,9
684,9374.587477212246,11215.898875507619,17
685,5232.432350223871,9412.780301177101,9
686,1988.6941265642179,14721.749787877134,16
687,6620.091810670422,14768.142083655195,8
688,7388.324740125251,15135.5590547502,2
689,6881.840700101517,8384.099638169497,9
