i,a,b,w
60,2404.7335310576586,6346.005850121093,4
61,8675.268302986351,17240.41302365879,15
62,341.8485836340502,19109.393528378383,0
63,1093.9223271748135,6458.554338651976,19
64,9221.015313328278,16226.079346835411,17
65,2433.0845578312014,13716.771360753512,2
66,5355.40644801657,18495.301961958663,15
67,4714.544394432634,6739.091420596387,5
68,8512.083556047379,14430.654590217418,13
69,5344.243150453836,9502.328197942108,0
70,2612.115879112104,15065.565401600823,4
71,930.758969415281,18260.02585027034,12
72,5454.456770937193,13168.631224741868,16
73,2643.7867886848403,9062.043043083948,8
74,5444.295092307596,10789.228467455494,8
75,8126.996615848946,17217.364001088645,16
76,7849.69531206106,18459.650909562275,1
77,9635.582453377996,10636.751226949425,9
78,2399.391976883489,17578.610892173103,1
79,9131.962478963389,15931.563119967745,18
80,3690.2405872269524,4179.717057494976,8
81,23.858501219822156,10533.084601826922,1
82,2300.4884998736143,18670.180504635,15
83,1993.2183897910732,11937.801839113474,8
84,9434.201119128264,18175.592597946867,18
85,8828.004985389405,10119.140672947053,6
86,6687.826840604779,8573.80546332359,1
87,1645.4234676884632,10045.259081191924,0
88,5318.982259320347,13926.46403486178,18
89,8751.286394525567,18535.166480479078,11
90,2680.4573650678503,13131.123305738152,17
91,284.5524447330389,7190.14371625319,9
92,2716.4162877802914,13867.824831650492,2
93,9408.46745065638,9455.422723768777,6
94,4856.12932394367,15079.42876555676,18
95,6347.562157173017,8540.04033227695,9
96,7663.4756453280315,14444.169705720873,19
97,8397.384190249177,9922.85554190942,10
98,4800.531435543545,9200.446746862213,19
99,1515.1410664922926,12834.68298770568,8
100,5167.219941083255,17472.42235013809,10
101,638.0775403208971,17069.910123923048,19
102,1175.4313956383457,17808.852843217443,3
103,8402.56695682956,11378.069924329864,16
104,4012.9839769809896,19376.84845856044,0
105,7180.015459299776,9801.185369707226,0
106,4733.560651948644,13506.199781540476,18
107,7027.3969657764055,17698.541671968316,12
108,2089.594804461218,10543.747294404267,13
109,3056.8134997869515,8333.642624795486,9
110,8671.512675622533,15511.915350698626,12
111,438.6700709475496,16952.493056921634,1
112,6534.512178755797,6722.63719232107,19
113,1414.9666017430795,9669.905471009644,12
114,2667.033025136794,12271.645438947748,15
115,5667.939591390359,6691.787901561726,0
116,3046.163034215358,9788.96006077277,19
117,8717.92055501807,18968.319716120823,19
118,6629.566925428082,10949.898719245211,17
119,8807.971212822173,8960.321386127398,3
120,905.1479082435023,14922.374288770918,11
121,6300.678754445595,10886.414370943054,7
122,3692.0134194470033,10401.260632587466,14
123,1794.3342435458467,15702.468261252838,8
124,5596.645606817698,18547.177912391973,10
125,9826.272003566031,17757.570884099507,12
126,5978.722206788246,19382.728803711725,14
127,5000.60014305142,19276.072046131376,12
128,807.101576211589,15697.864665139894,6
129,8067.907677072695,10662.451695385716,8
130,4213.228517432036,15320.10950225369,0
131,7374.589912273053,9954.688791340204,10
132,3216.4063083296596,13699.93378749748,13
133,2869.7695865581227,9922.351343158261,11
134,7840.768090450936,9719.712901493287,1
135,7156.179056540695,11555.091078888538,17
136,3256.0368544983503,6704.537123019318,19
137,9952.359416473455,10556.054234627309,5
138,8860.061751355397,10077.568822879733,19
139,1214.802128086383,7743.769160249701,5
140,7445.239098743089,15809.56293902691,2
141,2244.410820229104,3783.723227442504,2
142,4936.604924453268,8816.399744909626,15
143,7249.854897729371,17379.293302414284,3
144,8823.662286094313,17355.84070667871,6
145,3418.935053586687,14286.353767450522,9
146,2493.426410558649,11013.0152477482,15
147,856.2806214154956,4141.711882284612,13
148,7055.935108684257,11745.640854579084,9
149,5126.58236623477,7753.140468688138,6
150,6616.280854800019,19725.855580309573,12
151,6675.6799518846265,7557.502663261814,6
152,1749.3902988056434,3402.791517722605,19
153,8770.656543445459,16814.410759467155,4
154,7586.807071294096,9786.644793854728,1
155,4573.116496586308,16915.837358480218,8
156,490.09327942489085,7350.171915878403,4
157,9761.075170646682,12996.282941181056,1
158,1317.8725846174561,5157.054471862271,8
159,1786.824790173496,17545.77349651789,3
160,3255.089525459507,9089.020690189906,0
161,4631.956036338413,18585.776361768887,7
162,2854.0938690384833,10426.15695159887,17
163,8272.123510912072,17483.04922938784,10
164,8356.680648379923,16250.787747095748,16
165,7552.374869799387,12925.39485502791,10
166,5305.390781292472,7816.185756840145,7
167,4633.11874259081,18870.288205672183,16
168,1904.4057410956418,4459.612418700356,7
169,3948.6826410369267,5521.956845647626,2
170,9944.015839716916,18292.655601319995,18
171,8255.40630560338,17812.847196430856,9
172,71.29614675088894,4972.78838474531,10
173,3512.195229690037,10816.272011698547,4
174,5565.653178062057,18022.40643459231,8
175,990.9961201458664,12134.125598624116,6
176,9824.220446056159,19495.77981187522,4
177,7284.1128465291395,19137.92394034558,18
178,8133.902807011121,8388.428533530296,18
179,978.8165439774132,4654.1437525689435,4
180,2696.0904570734283,4376.976219720162,19
181,8493.98738789302,14190.052460280165,13
182,8839.539216158251,13630.170393548067,8
183,3625.1206274242736,8290.208433234202,0
184,8310.807412950615,18834.047244271376,9
185,7342.246384240583,11149.86039522586,11
186,6568.186482475607,12343.647465516715,0
187,7221.322689379293,12096.124292557717,12
188,5242.353067665085,6175.81852526795,17
189,1722.7844051832053,8850.06104194234,1
190,2130.2241756413982,15458.18312181617,4
191,3182.5589950905214,19452.922666209553,10
192,9349.671637318565,17230.129214800116,16
193,6956.976642328746,14826.99181423314,5
194,9547.359844910377,19417.937000630372,16
195,5311.627913614692,15931.691092253568,4
196,8425.677382568576,14011.36532364715,17
197,1955.0312746432794,8328.11788138602,5
198,6341.183828880522,19673.437848192545,16
199,4985.6299549317855,14369.965293082558,13
200,4439.212802513694,19418.7752506408,16
201,6428.90017396875,14231.98892094755,14
202,5715.0886287134845,7171.65171590906,0
203,7841.99219476429,14397.364310353216,16
204,9120.551918204515,11727.176216473214,16
205,5756.031816202196,8585.432710354524,10
206,3152.893286250868,13141.765646262793,18
207,8786.924225098704,14239.99030398103,6
208,2705.703369163212,8167.914759223473,3
209,4161.479193342549,10748.870296547671,6
210,4454.82833783164,9606.88554085638,8
211,5875.004295556962,5890.484533636163,10
212,255.09012840380635,19954.61858395678,12
213,7588.268978455878,16114.518213407617,17
214,4247.188172790717,16566.633728086417,2
215,2320.692566162632,2406.3980503123694,10
216,4050.125184620636,12367.904805934308,1
217,9230.091814140298,16544.008425954427,3
218,9980.319487200728,15841.572817816425,1
219,6482.241643855447,13725.904107809733,13
220,7970.211968247271,15151.556289424954,11
221,5374.03567795441,13783.39230741583,1
222,2457.987670461598,18481.05071942561,0
223,9744.696678738821,18569.991511622924,10
224,4951.285865532816,8566.988208281315,3
225,1301.1801074734597,12897.215928166985,5
226,3007.10509208913,6096.816251718841,15
227,1834.9613270088375,8192.354942745591,19
228,5568.8873181298495,14700.812273914655,17
229,6587.4467221977375,19521.056984261115,0
230,1206.0957870881484,6110.75744372182,8
231,8979.279108588216,12478.36292303085,3
232,2684.105499117881,11804.870459908509,6
233,4197.823288725026,18539.62107876469,7
234,9244.422879644473,17930.413706492654,18
235,6622.541041562955,17010.103812006524,8
236,3682.7346574534495,4156.447143425932,0
237,8196.924584249564,13313.151971952291,19
238,8749.086676006948,15121.243021439423,16
239,1831.4210461926316,11412.214504201496,15
240,1018.7211972924202,2769.6970514933755,12
241,9364.40937342906,15912.201547542167,0
242,7997.9197174776855,16505.766451660144,16
243,6541.722345608108,14040.993246240323,0
244,6445.8389343726285,11180.830656689395,13
245,9671.581893935048,12450.205779265949,16
246,7957.500084428247,13712.522443908761,15
247,6705.777362344629,15794.594998654877,7
248,6270.938552087525,11884.06220445493,11
249,2473.4452390068964,4541.018650850482,9
250,4201.294931943413,15282.622984209818,16
251,3547.799988406575,17938.480296591326,0
252,5782.63165255529,17914.948917590402,19
253,1927.4821207715138,15987.50697980641,2
254,1277.0937315143165,4339.933416073929,15
255,4117.394880027777,11570.863820756427,15
256,9611.712824791175,17061.582287987054,15
257,8583.333551794998,10252.212313809947,8
258,7357.522754160878,9534.321593672144,17
259,7272.957374699713,16411.002734844697,11
260,5449.61983448955,16293.283757194524,4
261,1628.210433693684,13362.835987065217,15
262,106.57713369240773,12206.557574153463,0
263,6676.539421369576,16098.542656853087,13
264,3741.3771382949,15724.571469296096,1
265,2046.11128093516,4887.091604987279,16
266,7334.529391907974,9452.995414142388,10
267,4020.6925502633617,15793.213928049012,15
268,5343.018406708581,19181.307497806985,12
269,888.122971665163,12130.969497737004,4
270,3189.9239284010264,6367.330514481005,10
271,7213.728038089736,18015.92268583837,5
272,9707.357252451566,17707.975051928548,3
273,6869.372870926911,14184.355220078636,12
274,194.72061084269282,13670.749879758454,11
275,9607.206910641427,15442.041883294693,5
276,446.3655832637578,1837.4203717836283,11
277,2433.903051448069,10551.62713271265,4
278,1001.8602270623035,9942.265302246107,12
279,3361.234035293854,3705.735228105519,0
280,6660.159166183965,14605.217561465673,19
281,3444.8616801824546,12053.916161977155,9
282,6324.4420685601435,14877.507295995878,8
283,9258.947503819567,12134.35061185278,14
284,8735.007725190404,19397.549000277693,14
285,8382.14776261188,19028.21900261527,16
286,2913.747408483744,13602.068945351079,15
287,8880.009238556771,18775.014935992753,18
288,8354.330759223756,15684.872296387486,17
289,8126.330578542582,11151.765570254585,6
290,4870.163214352853,17936.83656349776,4
291,9495.14765895941,9504.518006942119,11
292,3813.2342945190057,8084.20312483591,6
293,1581.2644609594265,8691.907478305124,16
294,9591.10317901647,9659.431149510401,1
295,5031.60958606145,13892.095347411225,9
296,3636.9899925259774,17972.730449907856,8
297,1077.2006815151021,2433.203356036938,12
298,8035.8543096215535,14806.192863793553,2
299,7207.362368275194,11583.773260268612,11
300,6639.3069067395945,10388.031774776651,18
301,5640.678514388988,6613.231307804574,12
302,3275.2437914535085,17617.58920668615,12
303,9138.370477679959,11003.849268021751,18
304,1338.908608779598,1490.7286449649987,15
305,3312.869534869496,9849.465583714225,10
306,8863.09401309372,13689.534808427932,17
307,6755.730828572118,17275.256302254245,18
308,7544.502133877276,12980.40423414795,13
309,1335.4847275831678,5747.732680883879,3
310,633.2931605737913,1603.187721334144,13
311,5895.283951750545,15504.04183400848,2
312,8255.19189318142,16252.185204295778,19
313,6681.823572232702,7259.907644553257,12
314,7775.232983353872,19912.587554296744,2
315,5078.500294638268,10323.83117371596,1
316,3044.753159170762,7264.6471276411485,11
317,5735.294546212207,6475.284215663793,6
318,8074.641188748893,13542.185327126728,12
319,3623.0854628340608,18993.01793357889,17
320,9043.336696242059,12212.760615994785,9
321,8634.403909216931,9065.290297489873,8
322,6225.444532910057,18519.705551490388,3
323,6273.592524722281,7773.634736956433,3
324,4827.537838246675,6983.887884317726,15
325,6745.764574213394,10918.445667025393,13
326,6427.669497272033,19797.519274058242,13
327,975.8974968822345,18660.631643495915,18
328,8967.519662622155,13605.119402467983,4
329,9250.431693207162,12901.815781544252,1
330,9768.210029530523,16405.18458103718,13
331,1327.899159955378,12395.25652267,15
332,6952.223359377706,13038.724931618503,13
333,9581.2016771203,14697.24912194449,14
334,7366.028291854735,10842.445878902534,12
335,176.61838805957353,10206.6622449902,19
336,9798.402861321232,11078.708942977124,7
337,3490.69711375986,19254.656656965348,18
338,7188.657802610658,7293.796829433589,16
339,7320.988583508888,7916.990504399288,11
340,9541.525218217243,19546.0844013627,19
341,6554.432892873131,13974.89060153125,5
342,1891.9621456144262,16787.82019497696,16
343,7439.132329457967,15468.585530525153,6
344,5477.906214271759,16281.832835182367,8
345,4313.90701456707,19324.23226037383,3
346,8673.69782430574,14880.798825992522,2
347,2095.659360017236,6256.882959631201,10
348,5211.700512425912,19279.566901454575,1
349,5603.322093487034,17557.89974546618,5
350,7289.848826383892,12421.221765968054,13
351,58.36134533836305,14700.13628252954,9
352,4548.8452615556025,17625.197203472995,19
353,7363.561380589325,10643.413647452395,1
354,226.68066789705247,7513.242943596407,8
355,3965.5249787208713,8793.278042459742,2
356,956.8184364240614,3870.24168512841,0
357,1126.1763508819697,14743.795281206221,14
358,6617.641658460911,19878.243061739733,0
359,3456.786984137549,18013.82440936513,16
360,5314.5124553447795,17427.68204768487,9
361,769.0622660261957,5357.540752204902,6
362,9726.177637788867,16556.480354987856,18
363,8976.0526390971,19719.838737618586,12
364,653.6053323111897,14533.292351033506,19
365,8561.452617695708,15643.766223378203,12
366,3589.424144182269,15863.762564478027,4
367,301.73652438660224,12478.098644544063,5
368,9002.29073181148,18764.447427535993,7
369,6886.481241749401,15301.255699406434,4
370,5297.4002779406255,8248.960464693784,8
371,5013.40731298812,19915.816253025383,6
372,6435.633437273547,13213.642671544967,15
373,215.4659881435242,15596.705659484776,14
374,3006.1812902531583,10996.775608493765,2
375,3678.7130151628944,5167.552044978559,0
376,3138.0681225956478,11806.231829285189,8
377,6103.486355025522,17499.980942124632,5
378,9496.151552773568,19088.91908689191,1
379,204.47031202340148,12581.659957151454,0
380,4290.1883562628545,8377.584062383678,3
381,4521.201341387408,11753.099929839802,4
382,2134.217313925696,13857.079961670262,15
383,3924.4559903489185,6020.092898194178,12
384,7258.338540462552,12504.194606171273,17
385,949.3323317589851,18927.703850069327,2
386,7377.9528273361775,15797.757319829574,3
387,2266.1208796440174,4169.0373511791995,6
388,3379.981179070637,19653.912401584512,2
389,1035.3452534447147,14952.53205683486,4
390,4138.368589912133,11372.497789643827,13
391,1772.370441233512,11578.421985088227,13
392,7110.6533418567815,19444.908634993695,8
393,9931.954228876515,16243.512628864046,6
394,3937.195834275937,12974.304550146426,17
395,2921.405420158738,14991.1230698929,11
396,359.4841168614549,2328.181540550774,4
397,7362.824465615387,16436.227236153165,9
398,8169.89671994934,13023.685352909017,15
399,3639.7700577243886,8063.336327549315,6
400,4496.33333023795,16977.60678943864,12
401,1125.3631373167543,10020.907423286728,17
402,8132.849874538937,17385.25372512248,6
403,9764.819430908332,14170.90222990197,18
404,5745.360786242028,17071.89061236495,2
405,5907.086170989263,9925.913348355825,0
406,5208.423488374699,10746.414780392635,17
407,5553.769128985006,15631.7675287882,14
408,7966.940833398665,13959.459699346507,0
409,619.0654432936533,10636.90993610807,5
410,7978.771051751986,7999.251167168422,14
411,2210.5964247250963,18156.816676970997,11
412,1294.477001479463,13838.60334321333,12
413,9151.769063859467,16097.428027833388,4
414,7774.477992230528,12282.881265565411,6
415,877.5017866130571,9266.0684521814,8
416,3526.878124645633,8371.083940631295,6
417,4253.268149180561,9101.179558969201,6
418,7503.459758194439,18354.123051139213,12
419,4059.6613712177236,11499.100494372251,0
420,2860.60675971656,19649.148087496298,0
421,6144.416445914354,14659.01728709536,12
422,2003.3571364484174,2487.8227008836866,5
423,9076.383274988953,9738.936390127024,7
424,930.2592804651375,15557.048202199727,1
425,5411.615271273661,7448.806098760912,1
426,4315.392338323318,18915.41864050136,13
427,6199.275377039881,13295.756492830253,2
428,2644.2453441746206,12252.216171120122,16
429,4644.259882190967,5388.636980380261,13
430,8987.962692925144,17368.41965235053,4
431,32.70954899333789,18851.580710794762,19
432,9537.159782308549,17806.570085508236,15
433,6372.64043430265,19825.14886916549,0
434,8735.077820321441,19606.623338025674,2
435,6847.0656243171,13340.869763924966,4
436,6607.861090161017,9768.673177791106,13
437,8304.834389206311,9857.626248144483,1
438,7439.219593635637,16045.845467022606,9
439,1509.8659752579802,11493.809765644903,7
440,2201.4242269091123,18087.720417310487,16
441,8158.784817790249,14282.816360041874,16
442,2321.5549118033746,3560.215621153331,6
443,9358.911356684426,9899.12303595055,5
444,6456.023380167354,12162.94613986545,13
445,7612.002156687209,19495.212451732325,6
446,5122.272903482719,8698.879216280375,3
447,3158.0184591194816,12660.92259223003,5
448,4391.174697852135,9885.701627559421,3
449,3185.639337222666,15428.819687938763,6
450,8969.395132845135,9499.325110052796,11
451,2414.4612378464035,11762.332580199756,4
452,6177.735149722532,12076.389469096855,7
453,9826.103742832282,14773.282710548741,6
454,7309.306495044041,16592.963833741178,18
455,2080.0155261328937,17405.01436307362,3
456,4639.750750395008,17786.52128506321,4
457,5825.839005192052,17610.67386977747,18
458,1850.8073447163897,8724.889727156235,13
459,9844.503821256378,19651.429335468587,14
460,5489.289536564856,8709.46576823036,1
461,1297.9420392969726,12659.830409133743,15
462,7401.720760905428,13874.920833886074,0
463,4615.847271434892,11140.001674296262,11
464,6651.463977529256,9308.091650343911,1
465,2293.5558431336904,4764.158490081983,4
466,9564.876540246754,16144.033683378886,14
467,7778.848484342556,15977.436390272731,4
468,3285.212560858749,19673.282701107615,2
469,6219.684415806591,18224.4676935567,12
470,1918.0966729013007,9485.802829376702,4
471,2770.035645276555,18410.5199865692,19
472,1347.72876275117,13265.091296953318,12
473,701.5912864873646,16070.478805507415,15
474,5105.886769954327,16211.039997806653,17
475,5618.412467833504,12238.794518137296,4
476,1163.979484519806,3348.902842475053,16
477,3658.595902714297,9419.502020050855,16
478,2173.330491735799,17973.81820141286,3
479,6268.458745135804,8102.111054190929,14
480,34.81093928189933,16717.828237948415,17
481,1390.9342613747535,3434.9066071161806,14
482,1229.6849825684628,5201.628965486777,9
483,1727.1042408563874,13768.029667575314,12
484,7607.616615033014,10978.698456288279,18
485,3745.4073747118323,13076.094886298308,12
486,3781.9357386739143,12905.935476792602,15
487,2104.635265762371,7023.436974944655,17
488,4387.438577994783,5649.506100316858,0
489,7997.876196800491,10051.830565712049,19
490,139.17299443928226,2569.2068945065603,3
491,6036.206516986403,7699.160035023362,19
492,8253.338898215994,16714.01973026917,7
493,295.4716963533779,10261.81241265748,3
494,617.335739519284,10780.943845474656,18
495,5927.325949986596,7411.590112398779,8
496,6675.608795505282,7924.038305981897,9
497,2510.3436567148915,19960.98031666713,18
498,9116.027606247828,9648.703741931196,4
499,2970.7524629134323,14306.270054973727,12
500,5156.818123184178,11879.653670401354,8
501,2197.654438955219,4748.965786183007,15
502,2060.600751225882,16262.414325936348,8
503,9859.534717055274,18226.160886928752,11
504,2462.196479052663,18018.24969373371,13
505,8487.397636753667,16987.130318864307,10
506,9809.33629234259,16672.5302429234,7
507,1597.2026717120903,6412.729624373125,2
508,6739.649060276672,10146.702543237958,14
509,6542.317899332103,13577.05340652991,8
510,3404.0911735451837,15158.739405855711,9
511,4829.39143184321,12309.103142424034,4
512,3013.965419482776,11642.1397909591,1
513,9209.519942634854,13551.191980366963,8
514,5588.02791969598,11310.908854745969,2
515,8756.556521750039,9618.359794003725,5
516,4324.459686832438,12936.064917775544,4
517,8492.039781293715,11837.162251606005,11
518,443.0142186117304,9478.111031011826,17
519,6333.015783423864,12237.941017954387,16
520,7233.260079843566,15680.245458128076,16
521,2298.688825857767,6186.0189244098,10
522,5875.709288610737,6104.136714262112,12
523,1687.915356327056,12685.595574266648,15
524,70.35216250514905,17630.63436812062,15
525,6494.311370141717,14243.824971108133,15
526,1181.5207354887748,8668.631537074354,2
527,7966.779476020719,10039.549535785663,19
528,9548.465890257541,10464.977568123959,18
529,9944.473422405039,10500.482637058876,19
530,5280.454146920141,15111.694380485778,4
531,5933.754840333289,16250.265948465354,10
532,6688.278523195157,8428.202177531093,19
533,9052.639966038574,13764.111177332348,12
534,7711.092917221782,18447.9045497825,4
535,223.02476330999866,18830.101880763526,13
536,4825.652430775607,5771.964751535397,16
537,1944.3445106975596,4234.049177511275,3
538,1239.5027713799539,5877.928392651574,19
539,2758.7434666875643,11213.110902283384,4
540,4060.992378786401,16155.249903483364,17
541,3877.6641487133766,11593.672904045647,18
542,9880.54361731512,19801.818272326716,3
543,3317.937512242779,18346.309250437916,17
544,1082.1923845158672,18141.184004430892,6
545,4358.092641261731,9092.686740156516,19
546,811.479823511397,8025.10251782125,3
547,4242.878278523188,10327.261094209338,3
548,8403.03230110982,8728.240156774556,5
549,9792.159518780565,9815.380810191971,6
550,5998.077112902147,8835.866071829625,12
551,9756.509572996518,19205.400214929214,5
552,8922.069865005813,17048.36240894074,5
553,6690.893041803019,14171.54694617122,4
554,9085.873871195923,9776.735752428622,6
555,919.1040149927477,2021.0045321343991,1
556,3369.0259208495922,9756.060524321028,17
557,6984.797291444134,19666.502990919158,19
558,2385.106666538652,19976.9767206966,5
559,4973.335972025649,5650.632265390008,0
560,4385.870485557383,11788.998389497254,14
561,3454.5926129762843,14174.908813698268,17
562,3709.0736934012857,17422.79350142614,9
563,1846.619397300656,11020.929147688692,12
564,7847.943416135631,18007.521037236103,9
565,8466.868661455714,17722.326324841033,17
566,983.9945999172833,2950.0663687635915,2
567,4378.323382735402,9530.06157986713,9
568,7311.673972778462,15297.11477768185,7
569,7308.983522212377,8024.6804236885555,7
570,274.5626634211921,15189.594235181627,13
571,89.17002502250577,12632.862851556663,3
572,6621.1139159739405,10880.795066999977,10
573,1096.2668581375212,4777.610601784692,17
574,4702.5012199265875,15231.569501957183,5
575,901.3485709657509,16184.770092882516,8
576,5667.809713378859,11317.708344698445,10
577,9104.047131898917,18574.289377224362,1
578,3463.563018461189,16629.26518667926,4
579,9744.076375411,15017.787262685502,3
580,6260.253508077668,19217.22072202329,7
581,510.71132842709926,2418.500681757352,1
582,6643.459987418184,7329.183462398316,18
583,8537.78792871087,17043.51892475816,14
584,2245.671196328475,13575.648784384393,9
585,6184.097437865534,8074.122996382127,16
586,8921.74940669335,10575.47211163839,8
587,128.14511007142198,1613.29420808844,15
588,5676.936659575811,17074.154891633356,15
589,3614.8909494215322,9186.556875558948,4
590,345.63018181205456,4268.63326724725,16
591,2619.856169884949,18926.469961478444,1
592,9195.915670534267,9359.555857533329,10
593,4262.764332644869,15663.287002156634,1
594,9529.98608131494,15583.843586695548,0
595,6893.0703379876295,19627.5765637608,1
596,8655.756292100665,10449.960103708738,8
597,9376.252580703787,15301.740964937002,18
598,1932.9830845631798,18877.44853392869,14
599,6720.6806043983215,8468.935510424537,15
600,5636.502713342223,15701.60586489309,7
601,5587.714937469778,9809.276702125046,1
602,3789.0877841800548,11858.741254624423,13
603,2419.611347017852,10460.668242052108,6
604,6269.592543195153,19647.756008786524,8
605,142.34577068252455,2254.640268586139,6
606,9961.64855803828,11792.587845816672,18
607,3515.4486069936697,19242.82849621829,8
608,1679.892167716065,15142.529578773758,5
609,4568.23682202281,14920.183883908689,18
610,6774.731661443389,13791.090036250023,10
611,5498.374897319296,8135.781478340221,0
612,9487.290969178635,10164.964325844423,10
613,7036.1668472368565,18775.537685761054,11
614,5610.500754676184,9203.980082505377,3
615,4388.0945912639645,10694.25856576041,4
616,9313.870859679788,13200.643556838028,13
617,4215.371451863623,12510.01840145696,13
618,8010.664470551959,10366.806050216996,3
619,9318.319072882232,15936.441706272672,0
620,4253.065198365243,7812.179833249234,5
621,4216.226066492856,10162.67762682499,16
622,7528.854202971671,15122.533848862118,10
623,9466.120965565015,9486.874767970612,4
624,8555.874446998227,13585.423774314955,15
625,3533.5597935230962,14017.658676846126,8
626,6739.564277525244,13181.480484376632,14
627,5767.348275009814,16318.469575439205,16
628,3842.852745111941,13391.830850284538,14
629,5690.28315308328,6402.083110536335,3
630,7496.106476116129,11105.885497702197,5
631,1925.255172774823,16956.603879982602,1
632,9552.261902958026,15387.676685732768,2
633,1185.6163757927366,7009.958797069228,4
634,7154.282458266704,15792.03594475489,9
635,5883.999062811802,19760.0611221771,6
636,401.42187276549305,9093.730788308369,7
637,4584.565448264066,10254.848709030068,12
638,8034.2480104485285,12794.315335372728,12
639,8318.661774399134,12748.489778151208,16
640,593.0383933230752,17317.210448520236,14
641,9976.541671366567,15124.589565828574,12
642,4083.9649051301444,19284.790382352086,1
643,2628.794914491569,12037.184384033817,7
644,2075.0539936766363,18796.768248965225,17
645,7447.963292315794,18169.595481495693,17
646,1440.845896857975,13461.338701499804,17
647,3284.99431185398,3338.6092620333593,3
648,655.8425806343993,16536.13440452821,19
649,87.81224230504182,2201.650321040045,5
650,4698.325337840479,13049.637092517174,8
651,6176.449075229918,13394.151592008822,11
652,4048.0700312311897,5897.204020904944,7
653,8322.926413851812,13397.555497413001,3
654,3629.9946948425545,9391.115580589787,5
655,656.5414100796721,19905.617187510717,6
656,5425.998579073101,13255.660884241222,17
657,3761.6180690482183,16034.355386523239,3
658,7615.929576816055,15996.628507492002,0
659,6379.47631911447,17286.581944090954,2
660,9334.06143794192,16593.674178191126,2
661,7330.175844394271,14972.787336892974,14
662,5415.354070739269,7839.877628267215,12
663,1253.7778672934144,13347.858971063886,10
664,1286.6752851868475,15930.79713884297,11
665,2208.1858562978714,7378.042185660986,18
666,9139.83532845059,15187.578019850822,7
667,7750.008093245995,19161.800793233902,1
668,7981.854897528222,12460.347603490298,2
669,3740.5200877847124,15526.949556247735,12
670,5453.212402357558,6009.918461308158,15
671,254.16896720460704,17771.316704808094,19
672,9594.656325889471,12749.74160651331,1
673,4044.3373929604663,10112.471215814781,9
674,3721.361733224646,11725.025479218039,16
675,2355.2401113075084,13441.202816775894,11
676,2145.4885181127074,12382.427541567587,17
677,5550.263970659768,9448.347373168026,13
678,5814.233995462585,10431.84227412468,4
679,5261.564851921251,11071.483759948864,2
680,74.88513320185997,13015.726646056408,6
681,3088.531202774476,14429.029744451691,2
682,5676.59445069241,7302.584234989912,14
683,8807.360505551771,11591.14522720406,1
684,5473.66494265302,6748.281661620943,9
685,8349.967454633515,9128.229399193948,10
686,3757.823181914118,16575.970522340907,16
687,960.8055990494054,14197.450657496704,1
688,7716.192602873561,12680.985022087112,6
689,2866.926700723767,19702.740912417805,18
690,9090.171625419727,9457.670837670645,0
691,6117.656472347527,12886.925647750453,4
