i,a,b,w
209,2374.8173936741773,12212.787706853223,9
210,5102.042934045067,18593.316180897236,9
211,6323.292233246339,17975.25789739152,1
212,5527.984201894742,7480.851203490473,1
213,1301.6851267065133,13945.647230252322,8
214,898.2847938775371,9830.011353306923,6
215,4420.796299435259,6197.352579373812,13
216,9421.929063687418,9792.564636942658,8
217,9906.717384201986,18019.03709844895,10
218,44.362536065823605,3417.315324010595,15
219,7018.9724820606525,18254.665505267818,1
220,3185.820013537782,7144.673476350059,5
221,1696.781228805737,5924.049531721648,8
222,3324.0597885686125,9270.649388280799,3
223,5029.694736044019,11839.096790003048,14
224,8242.222486010132,11706.836043187483,15
225,6831.049029684339,9465.05585647767,8
226,303.6024936379997,8709.585153866383,14
227,8555.847238406304,18552.863647293358,18
228,9981.348386525899,17524.73612448265,11
229,8205.488495841573,19186.144567499156,19
230,3218.6344912734016,6192.754616325592,6
231,9702.676426785267,12321.906704109251,16
232,4446.772082840075,10832.235052476704,19
233,2053.142017958491,18673.139404783404,19
234,6123.007945993993,7987.192500792247,16
235,2079.501598298813,9324.77558444321,16
236,9358.042255838838,11269.557424002624,5
237,1613.9341188281683,6676.165134400129,17
238,6090.04957733261,12724.132841968702,6
239,8045.647733870966,11757.280307905996,7
240,9468.019202325748,14267.935865997988,1
241,3292.3490155207833,11864.560603598808,13
242,312.0311447152953,4058.9531204405816,1
243,5922.8140062342845,12014.965718991429,18
244,4579.0255109963155,9907.56733061124,16
245,2495.3222966739245,4342.879071683254,7
246,3653.517582603407,8952.056739637153,3
247,1735.6196774763935,2810.1655265578192,17
248,8922.736081488401,18375.195351994502,15
249,4914.675462810664,9520.705704253092,12
250,5070.3777824856,13018.151835463475,16
251,4096.479167114256,6742.978005674362,7
252,6390.2900778697685,13683.143258461074,16
253,9233.093043925363,17040.39084523498,1
254,6183.751095541963,14227.663277423748,6
255,5152.907514243186,12862.885772843416,2
256,6812.283692661858,15700.318857678625,12
257,4565.9883644283755,11663.708545735173,7
258,8328.86975372297,12722.841204724205,12
259,2215.0778689589065,4476.60700545906,1
260,5206.392191251724,16423.635573099466,0
261,3526.778433025871,12875.407053929266,18
262,7636.180919955111,11550.049412573377,1
263,2299.8128882624637,3979.905574336855,4
264,4193.114057133508,8088.625945678132,0
265,4850.677113059495,16462.91980967767,0
266,5825.70261467594,17386.581344988736,12
267,5214.258952861178,9472.689008867974,14
268,4156.905162290681,19867.44358062507,5
269,7741.078560136529,13361.707128206714,8
270,3610.4630331578337,17796.145951007056,2
271,8547.413515870716,9748.33029519111,0
272,4914.43374886856,8252.285714503621,19
273,5867.447922094904,11685.086858920626,3
274,4557.257684457638,17591.804948200843,17
275,454.5099529488793,8052.350680051979,7
276,3920.9513402684297,5323.989621917003,2
277,9332.735512551371,15286.712078815879,4
278,3702.834594612987,19095.71397859072,19
279,9489.93623600094,12634.518192458414,7
280,8122.688555418768,12144.734532799372,13
281,6952.605041690471,8969.40132933921,16
282,9382.766731972953,17651.531314220883,9
283,1196.5319456907366,18524.87839711371,1
284,6090.607547538359,11269.227070007111,12
285,3491.3389577577195,16318.73877317028,0
286,6664.480335901597,7739.432947486044,3
287,159.85195754952966,3552.101704395847,18
288,2105.3152739616485,7560.768034959749,8
289,4237.085765803479,9560.472205303846,9
290,1503.5828832546702,2697.9665638428582,13
291,4520.228140497911,17855.75964466926,3
292,7321.503145200388,10234.400038264997,3
293,2829.9151771489646,17530.867770504643,1
294,114.38557787606611,7279.8637949979075,14
295,7890.503070601402,14158.53834610985,7
296,724.485453300928,2652.3408878835326,1
297,6462.862463466957,12480.918129354055,7
298,6554.256331119212,12972.54396025234,9
299,3135.4654177842367,5523.41794558489,18
300,9958.709331837506,15298.393461689255,6
301,1468.0595754625347,12923.01569429646,9
302,1336.553134690738,7204.785242548065,3
303,3012.449441461766,19798.758752998376,9
304,8874.373019943218,14693.321932135166,15
305,5092.427593836216,12505.580623337524,8
306,4217.439605404482,8646.630989649999,8
307,6556.198803526185,18235.263433950924,11
308,3424.728295070068,18442.299746569246,8
309,7585.015065367076,19626.332258208713,4
310,7305.905414516101,8159.625737714031,15
311,4146.1364253909815,12218.458107661518,4
312,5785.172449908104,17030.593302426212,15
313,6661.244538417095,12668.898337036382,14
314,2698.071960574784,16140.389417174616,13
315,1731.3831745002467,4126.335417197554,8
316,78.27257656449711,10224.911233499874,13
317,2107.192000924019,5954.018298208254,13
318,1664.6933808027984,1834.0513557635768,8
319,1692.593755473769,18435.135260026178,3
320,3773.1688092373283,14592.841958748988,19
321,876.6333184476672,9749.490331610712,11
322,9975.57510982094,10599.086145559846,8
323,2135.6103676382672,13788.713389947327,17
324,1177.0045259911442,10955.930832899807,10
325,1791.1800293158067,2002.7902099886853,8
326,7455.552706506594,17844.611218938036,4
327,275.4627901427648,12249.341342016583,10
328,6294.9050284399245,12510.30800815604,3
329,5982.931944881762,6276.340980192503,13
330,8758.586723764041,14706.184469514788,19
331,7160.96596285479,8915.122412809986,0
332,6790.738291250262,10138.391669307013,8
333,1373.7347031285394,15789.024547037632,16
334,4431.426974941049,9894.042688262954,5
335,2358.628289395573,17821.886389177733,10
336,4169.183131285588,15010.736195733172,15
337,2808.837814546765,15733.831253404964,13
338,5193.661310907884,7341.403236077218,2
339,3462.423078916833,12233.159410223205,2
340,5488.221008119375,11680.479804080936,6
341,1033.144089011164,11224.055948684683,14
342,8777.92342642761,15840.86921819122,16
343,7157.406552496283,15675.929223367373,11
344,8888.081662842389,13001.551880662408,12
345,2583.333797440398,5640.726911496211,10
346,6935.111286665705,9543.747897776282,14
347,5797.982727305243,14072.862771820623,3
348,6290.078117390142,18086.017270293025,4
349,5352.905275788181,7195.975462993528,16
350,3671.792498093371,15871.913385114203,10
351,5543.985833949679,7612.460141519959,18
352,1606.0193649176842,11503.519585413469,10
353,7254.098869120972,8421.56968753097,2
354,4342.626614590389,13752.596794264064,2
355,2323.731896629433,11588.606768490657,3
356,3780.8490524173144,19223.62794195307,11
357,1818.078704495537,15296.944115094957,0
358,4050.273772660708,14117.912890213298,12
359,7497.011614085815,13967.065081123279,6
360,127.0294054311248,12216.579904071981,16
361,2938.172635488636,18748.382433721985,0
362,3499.1974465224384,6134.20691969274,8
363,704.0676308210025,13934.613407928666,19
364,8244.994946673045,12357.394820094876,6
365,3875.464718184894,18180.97461663359,8
366,689.1327668538,19644.364802326705,4
367,7359.464179475101,14933.993074480706,5
368,3111.114493348064,6041.902699409708,19
369,610.429817966102,6908.719970463109,12
370,4377.978644910063,10429.347388850565,1
371,8298.960608458698,12199.93028649086,1
372,3093.6118912972997,17570.39228230147,19
373,4322.789579216965,9899.367153170022,0
374,7971.46929147454,13252.398471715347,10
375,145.16354831982164,5860.854152008783,14
376,8468.500395165465,17564.990501520922,5
377,7284.841258558468,14022.9074658303,9
378,9704.454699741813,14712.6686200109,7
379,8235.271507332938,15812.525842181301,1
380,4179.94504405748,17331.250461983676,0
381,2443.287319678128,5337.6652496954375,18
382,7813.873165481877,17949.07399264948,7
383,9385.750954302699,15131.280538217732,9
384,5297.587994206114,18636.234573757607,6
385,4621.5451796437765,13399.256805478828,13
386,1157.6804628613181,1815.5037813101997,11
387,8978.17684933254,18996.271759116717,18
388,5230.056254520085,19774.60101343131,13
389,7957.27682717991,18854.73426995191,8
390,8526.80944348338,18160.100577577363,3
391,141.38755604371747,9202.291048327665,2
392,2240.4139782613856,16285.332087748562,4
393,3444.807496764503,14441.015871791644,17
394,9839.209840341948,19874.4650265307,19
395,5897.007973768095,12883.821776882542,14
396,589.4993823741728,917.1753308503073,0
397,3873.9897479941283,13783.133802674007,14
398,1967.8678384980783,17118.47678790283,4
399,1611.9711291769308,9215.942924431305,15
400,2454.2432411071773,9798.874439038564,18
401,9852.73029750787,10042.951850753003,1
402,4210.655561648886,19109.708378644114,17
403,3627.5249536049087,4183.971345183062,13
404,3529.4829832094033,13952.552732403612,11
405,7450.647395435763,8214.309310325661,13
406,3290.3268217282057,16789.411021952037,5
407,6085.339210358727,10624.071948461813,14
408,9533.435987389417,11841.903881521828,15
409,7849.87757934999,12100.193073983588,6
410,8652.734382576258,16834.961440952487,19
411,272.0972723017216,17551.159497270597,6
412,9422.055223839026,14472.44074177956,17
413,5978.305118117891,13469.77657460262,17
414,6161.588955836239,8543.891521850499,12
415,5687.908687484857,13490.02491826078,3
416,5466.508530205852,10104.864202775218,12
417,4189.288669701818,4779.845492485605,12
418,3337.00552714103,5679.713757718171,12
419,9253.734678691093,18684.229155112036,18
420,6166.324699956063,10111.895379831272,0
421,9037.773149812621,13669.93045982513,13
422,4311.513118030334,16141.44026458727,6
423,4495.701750199105,6566.024673287438,14
424,4028.284779296428,5243.256813264455,17
425,7394.887360857585,8623.122147226259,17
426,7127.8079008858585,19172.78296466716,14
427,6504.523902844723,6907.879092365981,1
428,2816.346146931031,3507.4791789438245,5
429,4350.971841957762,14613.820082386132,18
430,4692.506540327612,18172.746130154075,1
431,6386.07093119788,8512.986108965577,0
432,2463.0998775645976,5889.576812024096,5
433,3281.4944597867525,10844.566471893948,12
434,707.7486023485372,19858.40068982976,6
435,4969.904208738189,15458.948914948774,11
436,5552.276052347103,10433.331843640937,14
437,4198.211748150214,13882.576890444698,17
438,596.2622621067713,14755.911421497483,8
439,2497.457482769461,13839.894092769922,15
440,6520.025562866403,6576.356488819914,14
441,808.9792644329858,4848.378481794009,17
442,7752.241767421497,15249.348831119272,9
443,1198.627166567825,2116.5913869971732,10
444,3364.1189491433206,4001.6996217224278,7
445,7212.673196884787,11586.928191756444,18
446,8727.416124027863,12314.111355519144,8
447,5650.988282504509,7599.0411735533635,16
448,9417.013110449,19451.29717668064,10
449,775.4997414044575,8880.022611218088,5
450,2388.3343114927957,7755.010033446399,19
451,9280.420432915147,9385.291746406227,6
452,3081.0953540721616,15189.777565424147,0
453,8471.175674731909,17937.901343849713,0
454,6165.343961468221,15366.055187095575,3
455,9496.512106305523,19865.679971774567,11
456,3187.855339901584,3574.8611306015264,15
457,7055.245446768937,18612.807073970518,12
458,9612.501024982785,14748.049849768144,14
459,9971.426939029818,19014.488255942342,7
460,6527.556368970679,9569.714960728663,5
461,2735.3728919082673,13296.068113202955,4
462,9669.672835674717,18718.12674112449,3
463,2220.5590022833358,4075.095763240646,5
464,7633.621904208547,19487.779752123643,14
465,8507.711916130202,15985.416577939544,13
466,6059.71631839594,17584.936405793964,6
467,8477.055591967586,17109.394978763583,6
468,5965.93428767816,10377.148537557016,1
469,4111.875569901678,4789.579669088347,11
470,5931.936955898441,12763.555410965499,3
471,9820.79707712019,19306.362555204614,18
472,754.4149605528357,19584.110842564245,3
473,2941.375543368693,4576.8911573426285,10
474,6742.4774132393495,15027.424071655587,19
475,6974.1959190695725,19298.269962245213,9
476,2627.4171449954,17488.836912799135,3
477,1161.8239246777623,16498.002200325962,5
478,5814.143862948825,18912.216473808727,8
479,8102.44165123735,17845.71948598596,8
480,1708.5764232669521,6477.846203872945,13
481,7265.295013039274,14125.576118362842,13
482,6224.759099030234,14551.51027987519,15
483,7871.150408460679,18795.08295356131,7
484,8854.235902717903,12514.259249613227,1
485,1847.4967765595854,3212.058942521742,7
486,7205.604847345421,10959.445701652372,17
487,7625.723620016134,11463.014384630136,1
488,7809.162204226167,18725.442040310532,1
489,5640.933125239452,8639.85308867335,9
490,5528.430740420416,19722.97426721492,12
491,2351.01824477819,17759.10494938092,12
492,7205.8539494534925,19464.60915025934,15
493,9552.734981744088,15907.80243219906,9
494,9419.030947102687,13757.473899266228,11
495,1594.7155820249468,7322.153326093039,13
496,298.7062366671901,8318.63800898005,10
497,4085.6635600431837,4821.907731901672,19
498,1175.5412159359735,8815.848428872647,7
499,7128.071223843222,13114.270668482175,9
500,9043.637999693214,18716.346660507057,2
501,8266.052412915202,13703.381217083304,12
502,4522.737494655071,15744.513418019833,3
503,8844.656184165311,11244.307906365018,17
504,9181.381969135953,17540.741150316928,10
505,9930.592715611523,17532.987026653125,5
506,5349.942956040294,5505.836837555453,7
507,1828.8660433499556,9235.070375170426,10
508,8622.356018969884,19725.88683457578,12
509,4774.736219812991,11279.691914819425,0
510,7436.7219834139805,13116.803973237951,19
511,4826.06287390591,10303.622340137968,17
512,5621.155513231549,15256.863057601357,12
513,5157.507149823331,17203.950672938656,7
514,1327.871409880103,1617.4092029094352,16
515,7296.4891974578,11514.095772969285,11
516,5083.422876000501,13196.137732408695,1
517,1582.1200963574015,15833.04815724211,1
518,9869.946308689665,16841.408096082694,12
519,5366.885287612952,9344.491956365127,1
520,1591.6731600766946,2968.1803285921224,18
521,7445.319550530135,8090.28284719851,11
522,2170.747429818599,2676.861680832749,10
523,5621.023891845624,8508.282939040804,15
524,1291.1094213584588,19507.14746256136,16
525,69.56309882257557,507.6464238015537,19
526,8887.651033287335,12136.425896460833,2
527,8354.212328744918,10407.156364023595,7
528,5737.274062537155,12165.011021549592,7
529,293.6032787792586,14929.369174702177,2
530,5462.4087775656135,5912.996218389685,6
531,1588.2744049941311,15238.051406654973,11
532,2065.1060277083693,11503.648161406496,11
533,4485.539298502056,4576.844109441296,6
534,8233.63206706395,10112.692241164305,2
535,6521.2540956339335,8780.112350043259,5
536,8158.0320918655025,13685.341526654707,8
537,7864.6098509026115,12873.612415484993,11
538,8937.247519812478,10764.255342075197,0
539,137.04846783629694,6735.303650499209,17
540,1922.3910015535985,10145.555276236932,9
541,1977.806993161684,19453.51677323397,2
542,471.1805769907715,12920.239763792619,11
543,8272.428223746676,12517.739843480294,7
544,8778.865674530733,14642.42101481899,19
545,1520.188157377694,17089.182516188022,14
546,4748.369483701928,17831.53474547594,5
547,1545.9657307865969,2794.322522354699,11
548,3292.857262434853,13862.8716919155,12
549,1984.879406405308,3471.405403054184,5
550,1325.879076054718,7183.902388344416,0
551,4957.806235193348,16788.820589177652,6
552,6464.436572958376,17493.00498789171,4
553,3853.3390145562234,15435.100874407719,10
554,8324.820713729101,12584.835066756294,7
555,8394.643137821218,14469.485577357198,6
556,5291.796757864133,14843.145074166261,10
557,451.28012525478323,5938.356990000326,0
558,1196.4087208364888,12706.987251413912,11
559,3651.279074097435,14671.767267049749,13
560,4584.027661637543,19902.57358647164,15
561,9130.553702560734,18883.732886491307,16
562,7542.7153451590675,19173.475015777432,9
563,5887.7332980815745,7134.707587789362,11
564,3215.1015062654333,10305.087453233877,16
565,2095.2185184597934,11203.922946147202,16
566,5967.604142646503,17547.69025571336,14
567,4205.912852159665,16376.797676857792,8
568,732.0879502569928,19614.983257483596,12
569,4049.1505110763014,6511.329114044034,11
570,8829.532097968391,12824.276203894427,5
571,7096.084986257202,14695.495109454241,10
572,5060.631372281307,7296.322345432655,0
573,2202.104552461271,15088.195019666415,6
574,668.9090415960837,14326.535923167423,12
575,5239.0950292087655,17782.60859295391,19
576,7094.305454311298,18391.897656860012,1
577,9139.277181459274,11828.80820745031,13
578,1190.406813760749,3152.510345972917,18
579,7831.411494491115,8616.286876202776,1
580,3692.675630913625,13617.639201176411,8
581,3149.041393789893,17381.923347530526,1
582,729.5916367927617,1201.9870343194796,13
583,7457.302256917424,9659.495167683614,13
584,5815.712104816828,14911.011888634104,18
585,2987.7228827126387,15531.685052265437,19
586,6411.389587887337,16090.605622681309,2
587,4722.900755879397,15594.509167512027,3
588,3304.6842614226266,6263.940371687362,16
589,6344.94092186996,10981.297690826927,14
590,6221.263448099848,14180.387948207488,16
591,3266.4613738950297,13096.803338937445,12
592,2214.08026543068,11067.45741428062,7
593,7787.126294056369,9083.296430812843,17
594,2898.5394607271987,9866.148467719373,13
595,5581.729131850382,15445.3686183071,4
596,7807.418523569253,18212.757574073206,6
597,7003.965967092626,7989.435877007531,4
598,1586.7414659875453,10886.066387961728,4
599,3159.0090493379953,19191.754792242355,15
600,55.30401711384781,14183.656667957557,14
601,246.8908543960158,3688.5550247057618,19
602,4086.921915965748,5810.017105350872,18
603,7436.341321832781,13665.500632843088,6
604,5571.189768835451,12960.012142435064,4
605,8963.781822637253,14240.84218469943,18
606,9136.460701557919,9347.562399096772,7
607,3738.643145003885,5981.415021275339,16
608,4430.66596438351,9449.118736222656,5
609,4284.21283194368,7070.664881060261,6
610,8956.86705103015,13033.441267474278,6
611,8449.952259642858,14664.772238650221,4
612,1475.9219363994416,19126.18666043599,9
613,937.7574071127797,8106.3399898863845,15
614,3173.531967028073,8895.86993447893,15
615,869.2704092116329,13522.702934525949,11
616,2069.8173460025396,14666.786989021964,6
617,6995.363063130498,15788.605172942367,1
618,4757.739077665899,11442.40417685373,11
619,661.9953715108907,1950.5479749913268,9
620,9368.550028234862,14540.706684095978,17
621,6523.076657162595,8949.301930555921,4
622,1322.7088350569422,10006.221418847661,10
623,1705.016541393825,9405.90442022382,7
624,2812.488308975823,10719.391140719164,5
625,8485.197224563793,16599.544098133334,17
626,8032.817030160662,16915.875786967383,19
627,8563.149681672261,18651.44587777969,2
628,5048.321007021301,18042.615534808137,3
629,1250.088192726086,19950.567567378566,13
630,6579.273985865444,17423.06246723015,14
631,1155.334021281021,2943.2881644375702,2
632,1518.7428204558173,2836.6759428588025,6
633,4540.100299765285,6330.7101137787,12
634,229.70498745663141,14465.991183637865,12
635,4283.6813719572765,6335.21599936223,10
636,6500.262364806741,18337.414818732756,2
637,3952.0435953016613,15312.156340821017,6
638,9367.485278683835,17172.182439049087,18
639,928.9889562984831,1162.0615600216536,7
640,4392.56376057211,9442.410857498522,11
641,7258.736151994834,19236.095198782743,1
642,8849.869511293742,11255.160709372323,5
643,8622.6989052694,13426.56423681137,15
644,250.81136736976796,10580.561469654735,17
645,4178.664558965742,19048.225812227964,9
646,6970.91067673363,15556.3024400576,16
647,6217.924194703916,17699.14808044566,17
648,8969.419137203216,19163.556797132427,18
649,4886.678159391906,5425.673494173207,0
650,6378.678155722858,14471.415656298377,18
651,8286.390064610576,19910.590185180215,10
652,4201.341042251009,19582.875041380055,2
653,5656.451767388584,19023.585934188937,3
654,9457.21475121781,14071.797693089233,3
655,4671.542024179353,5435.055951344795,0
656,3965.687628649551,14273.285990952885,9
657,5774.108131222603,9780.566306406583,0
658,6882.709489065311,9329.828739094402,18
659,4964.018926664993,18959.604965701066,1
660,1060.890580626687,6337.801109151871,13
661,3176.057535767367,17426.601359574575,16
662,1074.4978377317386,16433.398448351636,13
663,3491.6857896940664,10926.59280788102,10
664,4768.906849503091,13211.167010311401,3
665,8404.508267684658,12974.87308826837,8
666,5789.288842902574,8724.934559749809,19
667,2231.326926430196,14817.249972917729,0
668,1024.5830548977988,16571.85769622387,17
669,9189.940842445309,15579.666601631585,8
670,7142.845006386553,17365.841640796498,4
671,2993.9839824216606,8142.984859854913,3
672,4092.622701545935,10983.316734371187,3
673,8618.043872300303,12086.43453254312,15
674,3251.7929026973075,19279.014459441183,14
675,2422.6098141792963,7839.460223095169,13
676,4035.836043408492,19834.390547388997,9
677,9227.337006436,9272.196024754661,11
678,3192.340306600202,12249.840884645666,9
679,4496.066135894166,5673.269645927658,2
680,4062.237184029459,8890.515721041287,18
681,2687.275450665933,10930.279713245127,2
682,3315.367109126368,8092.605319583474,14
683,7506.250221565044,8837.753250592708,1
684,5599.762037002754,6854.33276828883,11
685,7182.006027823282,7558.318381009383,5
686,198.41889614585057,6681.0138782400345,10
687,6109.333083478601,9167.877923809763,13
688,5736.19144481215,16230.962328523396,7
689,9117.545613524764,9616.558211863196,0
690,9478.132721205724,17219.63456952906,8
